"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_uniform_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","CV_young_Fem_GP_1","CV_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs.kg_inter_Fem_GP_1","Eggs.kg_slope_wt_Fem_GP_1","RecrDist_GP_1","RecrDist_Area_1","RecrDist_month_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Late_RecrDev_101","Late_RecrDev_102","Late_RecrDev_103","Late_RecrDev_104","Late_RecrDev_105","ForeRecr_106","ForeRecr_107","ForeRecr_108","ForeRecr_109","ForeRecr_110","LnQ_base_Survey_2","Size_DblN_peak_Fishery_1","Size_DblN_top_logit_Fishery_1","Size_DblN_ascend_se_Fishery_1","Size_DblN_descend_se_Fishery_1","Size_DblN_start_logit_Fishery_1","Size_DblN_end_logit_Fishery_1","Size_DblN_peak_Survey_2","Size_DblN_top_logit_Survey_2","Size_DblN_ascend_se_Survey_2","Size_DblN_descend_se_Survey_2","Size_DblN_start_logit_Survey_2","Size_DblN_end_logit_Survey_2","minage.sel.1_Fishery_1","maxage.sel.1_Fishery_1","minage.sel.1_Survey_2","maxage.sel.1_Survey_2","Catch_endyear","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_1_Fishery","Curr_Var_Adj_agecomp_flt_2_Survey","version","RunTime","model_run","hessian","Niterations","Late_RecrDev_106","Late_RecrDev_107","Late_RecrDev_108","Late_RecrDev_109","Late_RecrDev_110","ForeRecr_111","ForeRecr_112","ForeRecr_113","ForeRecr_114","ForeRecr_115","Late_RecrDev_111","Late_RecrDev_112","Late_RecrDev_113","Late_RecrDev_114","Late_RecrDev_115","ForeRecr_116","ForeRecr_117","ForeRecr_118","ForeRecr_119","ForeRecr_120","Late_RecrDev_116","Late_RecrDev_117","Late_RecrDev_118","Late_RecrDev_119","Late_RecrDev_120","ForeRecr_121","ForeRecr_122","ForeRecr_123","ForeRecr_124","ForeRecr_125","Late_RecrDev_121","Late_RecrDev_122","Late_RecrDev_123","Late_RecrDev_124","Late_RecrDev_125","ForeRecr_126","ForeRecr_127","ForeRecr_128","ForeRecr_129","ForeRecr_130","Late_RecrDev_126","Late_RecrDev_127","Late_RecrDev_128","Late_RecrDev_129","Late_RecrDev_130","ForeRecr_131","ForeRecr_132","ForeRecr_133","ForeRecr_134","ForeRecr_135","Late_RecrDev_131","Late_RecrDev_132","Late_RecrDev_133","Late_RecrDev_134","Late_RecrDev_135","ForeRecr_136","ForeRecr_137","ForeRecr_138","ForeRecr_139","ForeRecr_140","Late_RecrDev_136","Late_RecrDev_137","Late_RecrDev_138","Late_RecrDev_139","Late_RecrDev_140","ForeRecr_141","ForeRecr_142","ForeRecr_143","ForeRecr_144","ForeRecr_145","Late_RecrDev_141","Late_RecrDev_142","Late_RecrDev_143","Late_RecrDev_144","Late_RecrDev_145","ForeRecr_146","ForeRecr_147","ForeRecr_148","ForeRecr_149","ForeRecr_150","ForeRecr_101","ForeRecr_102","ForeRecr_103","ForeRecr_104","ForeRecr_105","Late_RecrDev_146","Late_RecrDev_147","Late_RecrDev_148","Late_RecrDev_149","Late_RecrDev_150","ForeRecr_151","Size_DblN_ascend_se_Fishery_1_dev_se","Size_DblN_ascend_se_Fishery_1_dev_autocorr","Size_DblN_ascend_se_Fishery_1_DEVadd_101","Size_DblN_ascend_se_Fishery_1_DEVadd_102","Size_DblN_ascend_se_Fishery_1_DEVadd_103","Size_DblN_ascend_se_Fishery_1_DEVadd_104","Size_DblN_ascend_se_Fishery_1_DEVadd_105","Size_DblN_ascend_se_Fishery_1_DEVadd_106","Size_DblN_ascend_se_Fishery_1_DEVadd_107","Size_DblN_ascend_se_Fishery_1_DEVadd_108","Size_DblN_ascend_se_Fishery_1_DEVadd_109","Size_DblN_ascend_se_Fishery_1_DEVadd_110","Size_DblN_ascend_se_Fishery_1_DEVadd_111","Size_DblN_ascend_se_Fishery_1_DEVadd_112","Size_DblN_ascend_se_Fishery_1_DEVadd_113","Size_DblN_ascend_se_Fishery_1_DEVadd_114","Size_DblN_ascend_se_Fishery_1_DEVadd_115","Size_DblN_ascend_se_Fishery_1_DEVadd_116","Size_DblN_ascend_se_Fishery_1_DEVadd_117","Size_DblN_ascend_se_Fishery_1_DEVadd_118","Size_DblN_ascend_se_Fishery_1_DEVadd_119","Size_DblN_ascend_se_Fishery_1_DEVadd_120","Size_DblN_ascend_se_Fishery_1_DEVadd_121","Size_DblN_ascend_se_Fishery_1_DEVadd_122","Size_DblN_ascend_se_Fishery_1_DEVadd_123","Size_DblN_ascend_se_Fishery_1_DEVadd_124","Size_DblN_ascend_se_Fishery_1_DEVadd_125","Size_DblN_ascend_se_Fishery_1_DEVadd_126","Size_DblN_ascend_se_Fishery_1_DEVadd_127","Size_DblN_ascend_se_Fishery_1_DEVadd_128","Size_DblN_ascend_se_Fishery_1_DEVadd_129","Size_DblN_ascend_se_Fishery_1_DEVadd_130","Size_DblN_ascend_se_Fishery_1_DEVadd_131","Size_DblN_ascend_se_Fishery_1_DEVadd_132","Size_DblN_ascend_se_Fishery_1_DEVadd_133","Size_DblN_ascend_se_Fishery_1_DEVadd_134","Size_DblN_ascend_se_Fishery_1_DEVadd_135","Size_DblN_ascend_se_Fishery_1_DEVadd_136","Size_DblN_ascend_se_Fishery_1_DEVadd_137","Size_DblN_ascend_se_Fishery_1_DEVadd_138","Size_DblN_ascend_se_Fishery_1_DEVadd_139","Size_DblN_ascend_se_Fishery_1_DEVadd_140","Size_DblN_ascend_se_Fishery_1_DEVadd_141","Size_DblN_ascend_se_Fishery_1_DEVadd_142","Size_DblN_ascend_se_Fishery_1_DEVadd_143","Size_DblN_ascend_se_Fishery_1_DEVadd_144","Size_DblN_ascend_se_Fishery_1_DEVadd_145","Size_DblN_ascend_se_Fishery_1_DEVadd_146","Size_DblN_ascend_se_Fishery_1_DEVadd_147","Size_DblN_ascend_se_Fishery_1_DEVadd_148","Size_DblN_ascend_se_Fishery_1_DEVadd_149","Size_DblN_ascend_se_Fishery_1_DEVadd_150","iteration","scenario"
NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561502248164343,NA,1,26,99,100,0.9,NA,NA,NA,0.2,20.4942,127.644,0.20398,0.0825782,0.127398,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7123,1,0.4,0,0,-0.284446,0.0827497,-0.332131,0.0543385,0.0707838,NA,NA,NA,NA,NA,0.0207711,52.7943,-3,5.27531,15,-999,999,44.2094,-4,5.44709,14,-99,99,0,25,0,25,170432000,422.729,0.0854233,0,-6.24502,263.159,179.539,-31.0642,0,16.1682,0,0.000930803,1.08545,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0,"cod_SR_BH_steep_1_OM",FALSE,1,-0.308817,-0.150838,-0.530427,-0.888438,-0.0526542,NA,NA,NA,NA,NA,0.207085,0.0750591,0.0731561,0.486887,0.557683,NA,NA,NA,NA,NA,-0.264292,0.488832,0.0611229,0.320433,-0.434501,NA,NA,NA,NA,NA,0.368567,0.200735,-0.482347,-0.697135,-0.121234,NA,NA,NA,NA,NA,-0.0839408,-0.186774,-0.382719,0.187982,-0.0562128,NA,NA,NA,NA,NA,-0.200112,-0.301605,0.1763,0.0633806,0.171624,NA,NA,NA,NA,NA,0.0450861,0.0604764,0.267579,-0.030123,0.242214,NA,NA,NA,NA,NA,-0.022102,-0.217101,-0.27175,-0.437367,0.217001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167671,0.545678,-0.406077,0.38068,-0.325433,0,0.5,0.1,0.160325,-0.45565,0.00135341,0.00799867,0.126541,-0.208306,0.296276,-0.033018,-0.139981,-0.023642,-0.240156,-0.408826,-0.253296,-0.137353,0.2076,-0.0235225,-0.14422,0.164144,0.0143293,0.0238638,0.0531365,-0.153342,0.279304,0.0258318,-0.124382,0.00123862,0.0307811,0.00876719,-0.029327,0.540166,0.161209,0.194884,0.203174,-0.325975,0.221496,-0.03998,-0.0521672,0.176114,-0.344775,-0.406752,0.20298,-0.121455,0.0420774,-0.361028,0.0604231,-0.349615,0.0136602,0.151772,0.093859,0.169524,1,"h-1"
4058690000,4089240000,4087880000,129577000,1623470000,0.480769,0.0964047,158824000,1479170000,0.10671,160331000,1479170000,0.45,0.10671,160331000,160331000,0.0766079,0.520470890853945,0.360452473844371,1,26,99,100,0.9,NA,NA,NA,0.2,20.459,135.343,0.188022,0.0923634,0.0941177,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6798,0.65,0.4,0,0,0.159907,-0.125951,0.712653,-0.242589,-1.45645e-07,0,0,0,0,0,0.178968,52.711,-3,5.29157,15,-999,999,42.3484,-4,5.15328,14,-99,99,0,25,0,25,212122000,474.717,1.16008e-15,0,-17.4574,352.449,168.549,-30.725,7.80002e-31,1.90049,0,0.00100445,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.666666666666667,"cod_EM_105",FALSE,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4128050000,4159510000,4158120000,132690000,1651220000,0.480769,0.0964354,161620000,1504440000,0.106746,163158000,1504440000,0.45,0.106746,163158000,163158000,0.0617618,0.516563510616393,0.360347648100534,1,26,99,100,0.9,NA,NA,NA,0.2,20.5487,135.102,0.187483,0.0916662,0.0953137,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.7035,0.65,0.4,0,0,0.11716,-0.143396,0.67311,-0.302109,0.123955,NA,NA,NA,NA,NA,0.142399,52.9473,-3,5.31229,15,-999,999,27.1093,-4,1.51286,14,-99,99,0,25,0,25,193179000,485.604,7.69071e-16,0,-19.1032,351.925,181.292,-30.7484,0,2.23605,0,0.0028948,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.633333333333333,"cod_EM_110",FALSE,637,-0.0568509,0.171828,0.297844,-0.00812394,2.15335e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4062520000,4093050000,4091690000,129604000,1625010000,0.480769,0.0964323,159016000,1480560000,0.106741,160526000,1480560000,0.45,0.106741,160526000,160526000,0.0974801,0.524785108750234,0.36005130715551,1,26,99,100,0.9,NA,NA,NA,0.2,20.4413,135.367,0.188089,0.0925166,0.0940955,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.68,0.65,0.4,0,0,0.104194,-0.128306,0.726065,-0.263434,0.226199,NA,NA,NA,NA,NA,0.191932,52.7682,-3,5.29522,15,-999,999,42.4241,-4,5.13591,14,-99,99,0,25,0,25,192843000,494.382,1.43773e-15,0,-20.5233,352.675,188.799,-30.8145,7.80002e-31,4.24508,0,0.00100436,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.816666666666667,"cod_EM_115",FALSE,802,0.0389479,0.105922,0.429239,0.590067,0.0118929,NA,NA,NA,NA,NA,0.0753028,-0.312735,-0.18318,-0.0322586,-7.24404e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4107960000,4138900000,4137520000,131241000,1643180000,0.480769,0.0964446,160820000,1497120000,0.106755,162348000,1497120000,0.45,0.106755,162348000,162348000,0.0238716,0.569518690542264,0.360922652905016,1,26,99,100,0.9,NA,NA,NA,0.2,20.4543,135.272,0.188167,0.0923284,0.0944071,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6925,0.65,0.4,0,0,0.141682,-0.0866173,0.776911,-0.133199,0.289242,NA,NA,NA,NA,NA,0.160696,52.7443,-3,5.2936,15,-999,999,42.5174,-4,5.1093,14,-99,99,0,25,0,25,182094000,505.336,8.2254e-16,0,-22.0766,352.668,197.112,-30.6201,0,8.25203,0,0.00100686,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.616666666666667,"cod_EM_120",FALSE,583,0.0922023,0.189798,0.567419,0.73061,0.163799,NA,NA,NA,NA,NA,0.197594,-0.210412,-0.0746918,0.172297,0.322925,NA,NA,NA,NA,NA,0.0208281,-0.536437,-0.626834,-0.277464,-2.179e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4111180000,4142150000,4140770000,131341000,1644470000,0.480769,0.0964408,160940000,1498300000,0.106751,162469000,1498300000,0.45,0.106751,162469000,162469000,0.0950595,0.480944643630296,0.361214893241686,1,26,99,100,0.9,NA,NA,NA,0.2,20.4557,135.279,0.188143,0.0923225,0.0943697,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6933,0.65,0.4,0,0,0.146818,-0.0700695,0.801482,-0.116996,0.296779,NA,NA,NA,NA,NA,0.154871,52.7464,-3,5.2939,15,-999,999,43.0274,-4,5.20378,14,-99,99,0,25,0,25,182606000,519.667,9.39083e-16,0,-23.6416,352.742,207.998,-30.5548,7.80002e-31,13.1234,0,0.000983102,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.633333333333333,"cod_EM_125",FALSE,569,0.0995421,0.218536,0.597323,0.72329,0.186143,NA,NA,NA,NA,NA,0.183379,-0.177167,-0.0987007,0.14372,0.334832,NA,NA,NA,NA,NA,0.0495285,-0.6432,-0.562061,-0.803741,0.370804,NA,NA,NA,NA,NA,0.336553,0.143384,-0.752673,0.182135,5.95864e-05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4121620000,4152680000,4151300000,131753000,1648650000,0.480769,0.0964517,161368000,1502100000,0.106763,162901000,1502100000,0.45,0.106763,162901000,162901000,0.0920756,0.474881236018847,0.361116617746714,1,26,99,100,0.9,NA,NA,NA,0.2,20.4582,135.226,0.188232,0.0922527,0.0945524,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6964,0.65,0.4,0,0,0.150112,-0.0660487,0.802972,-0.112447,0.301742,NA,NA,NA,NA,NA,0.150286,52.7268,-3,5.29241,15,-999,999,42.7943,-4,5.1637,14,-99,99,0,25,0,25,178635000,530.174,9.21896e-16,0,-25.0848,352.692,219.672,-30.5768,0,13.4716,0,0.00099376,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.666666666666667,"cod_EM_130",FALSE,553,0.105309,0.225306,0.606237,0.738297,0.204113,NA,NA,NA,NA,NA,0.217906,-0.169021,-0.0631659,0.18087,0.344518,NA,NA,NA,NA,NA,0.0791208,-0.590329,-0.571091,-0.782163,0.346673,NA,NA,NA,NA,NA,0.342422,0.267887,-0.737308,0.184766,-0.0971124,NA,NA,NA,NA,NA,-0.0243245,0.255602,0.12506,-0.131773,-4.20073e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4123500000,4154560000,4153170000,131817000,1649400000,0.480769,0.0964799,161487000,1502790000,0.106795,163022000,1502790000,0.45,0.106795,163022000,163022000,0.0763389,0.503383048381229,0.360729157020566,1,26,99,100,0.9,NA,NA,NA,0.2,20.4461,135.175,0.188443,0.0922696,0.0947131,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6969,0.65,0.4,0,0,0.148813,-0.0673196,0.798869,-0.114413,0.299702,NA,NA,NA,NA,NA,0.160276,52.7106,-3,5.29084,15,-999,999,42.6541,-4,5.15421,14,-99,99,0,25,0,25,179391000,539.868,1.0495e-15,0,-26.2299,352.699,228.844,-30.6633,7.80002e-31,15.2171,0,0.000998266,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.733333333333333,"cod_EM_135",FALSE,625,0.103229,0.223063,0.601278,0.735388,0.201184,NA,NA,NA,NA,NA,0.21474,-0.172381,-0.0692761,0.189853,0.34915,NA,NA,NA,NA,NA,0.0834482,-0.582103,-0.579211,-0.801401,0.371369,NA,NA,NA,NA,NA,0.340561,0.267855,-0.700741,0.101912,-0.0312479,NA,NA,NA,NA,NA,0.051387,0.280432,0.133013,-0.0422789,0.175664,NA,NA,NA,NA,NA,0.394584,-0.307222,0.571221,0.0180163,1.87187e-05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4088230000,4118940000,4117570000,130311000,1635290000,0.480769,0.0964325,160021000,1489930000,0.106742,161541000,1489930000,0.45,0.106742,161541000,161541000,0.0272211,0.414394493460495,0.360777828600192,1,26,99,100,0.9,NA,NA,NA,0.2,20.4382,135.461,0.187898,0.092653,0.0937342,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6854,0.65,0.4,0,0,0.143527,-0.0750375,0.800432,-0.118647,0.293238,NA,NA,NA,NA,NA,0.196989,52.8715,-3,5.303,15,-999,999,43.325,-4,5.24055,14,-99,99,0,25,0,25,194704000,551.548,8.5512e-15,0,-26.0655,352.96,238.133,-30.6524,0,17.1719,0,0.000969838,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.783333333333333,"cod_EM_140",FALSE,642,0.0941483,0.211292,0.598107,0.723793,0.187674,NA,NA,NA,NA,NA,0.198386,-0.191071,-0.0799003,0.168524,0.324818,NA,NA,NA,NA,NA,0.0564787,-0.610881,-0.588995,-0.83567,0.326724,NA,NA,NA,NA,NA,0.298467,0.225954,-0.745516,0.0172664,-0.108199,NA,NA,NA,NA,NA,-0.0394833,0.181781,0.0497289,-0.169827,0.0753642,NA,NA,NA,NA,NA,0.311813,-0.473009,0.514437,-0.29921,0.306489,NA,NA,NA,NA,NA,-0.17096,0.413015,0.514484,0.00545001,-3.85715e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4081370000,4.112e+09,4110640000,130011000,1632550000,0.480769,0.0964351,159755000,1487430000,0.106745,161273000,1487430000,0.45,0.106745,161273000,161273000,0.0163759,0.463589431979948,0.360651577721224,1,26,99,100,0.9,NA,NA,NA,0.2,20.4325,135.51,0.187838,0.0927522,0.0935559,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6831,0.65,0.4,0,0,0.142513,-0.0765579,0.800168,-0.118157,0.292229,NA,NA,NA,NA,NA,0.208712,52.9187,-3,5.30656,15,-999,999,43.3587,-4,5.22811,14,-99,99,0,25,0,25,174553000,568.302,1.49705e-14,0,-27.309,353.025,254.025,-30.6806,0,19.2403,0,0.000970047,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.816666666666667,"cod_EM_145",FALSE,665,0.0926066,0.209207,0.597203,0.723426,0.185945,NA,NA,NA,NA,NA,0.19611,-0.193823,-0.0815327,0.166968,0.321849,NA,NA,NA,NA,NA,0.0530173,-0.614721,-0.591631,-0.837909,0.322193,NA,NA,NA,NA,NA,0.28967,0.216338,-0.753816,0.00394431,-0.124289,NA,NA,NA,NA,NA,-0.057263,0.175708,0.0300744,-0.138073,0.0616998,NA,NA,NA,NA,NA,0.264276,-0.493601,0.477655,-0.339809,0.260107,NA,NA,NA,NA,NA,-0.0130043,0.375187,0.53642,-0.181835,0.647189,NA,NA,NA,NA,NA,-0.279095,0.123653,0.37861,-0.243263,1.62071e-06,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
4104990000,4135930000,4134550000,131188000,1.642e+09,0.480769,0.0964115,160650000,1496040000,0.106718,162175000,1496040000,0.45,0.106718,162175000,162175000,0.083008,0.606620235372072,0.361997225954741,1,26,99,100,0.9,NA,NA,NA,0.2,20.4724,135.261,0.188125,0.0922126,0.0943862,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,0.5,18.6921,0.65,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155925,52.7043,-3,5.29407,15,-999,999,42.4767,-4,5.19646,14,-99,99,0,25,0,25,127710000,465.11,4.95006e-16,0,-16.2477,352.54,159.197,-30.3798,0,0,0,0.000995284,0,0,1,1,"3.30.18.00;_safe;_compile_date:_Sep 30 2021;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_12.3",0.35,"cod_EM_init",FALSE,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"h-1"
